# sintético 5-Wiebe (graus); ver true_parameters.json
theta,xb,dxb_dtheta
0.8000,0.126144,0.01742509
1.0000,0.135510,0.01840008
1.2000,0.141358,0.01916922
1.4000,0.143534,0.02103120
1.6000,0.145487,0.02199551
1.8000,0.151668,0.02305363
2.0000,0.156775,0.02486044
2.2000,0.161990,0.02665396
2.4000,0.167459,0.02740171
2.6000,0.172457,0.02609439
2.8000,0.178599,0.02818863
3.0000,0.183601,0.02906971
3.2000,0.186915,0.03041029
3.4000,0.192801,0.03014413
3.6000,0.202225,0.03048167
3.8000,0.209677,0.03147894
4.0000,0.211813,0.03105159
4.2000,0.219414,0.03181634
4.4000,0.223993,0.03067864
4.6000,0.233126,0.03242593
4.8000,0.237832,0.03092569
5.0000,0.242073,0.03020145
5.2000,0.250788,0.03082929
5.4000,0.255918,0.02912581
5.6000,0.262387,0.02956969
5.8000,0.269677,0.03052851
6.0000,0.274409,0.02884396
6.2000,0.280679,0.02955681
6.4000,0.282866,0.02944682
6.6000,0.295330,0.02819182
6.8000,0.299852,0.02767365
7.0000,0.305368,0.02729466
7.2000,0.309028,0.02662143
7.4000,0.309599,0.02814229
7.6000,0.322027,0.02740078
7.8000,0.326035,0.02572447
8.0000,0.332894,0.02473450
8.2000,0.335476,0.02446262
8.4000,0.341911,0.02494601
8.6000,0.346679,0.02384050
8.8000,0.350188,0.02550384
9.0000,0.356325,0.02113672
9.2000,0.361136,0.02210042
9.4000,0.365874,0.02236732
9.6000,0.365292,0.02306083
9.8000,0.372952,0.02442902
10.0000,0.377870,0.02200092
10.2000,0.382753,0.02180603
10.4000,0.389115,0.02111261
10.6000,0.387403,0.02178316
10.8000,0.395666,0.02178692
11.0000,0.399172,0.02207574
11.2000,0.404402,0.02050891
11.4000,0.409407,0.02106927
11.6000,0.414714,0.02192527
11.8000,0.418678,0.02197188
12.0000,0.417838,0.02252198
12.2000,0.425816,0.02228539
12.4000,0.430324,0.02128630
12.6000,0.434184,0.02153009
12.8000,0.438274,0.02151123
13.0000,0.445257,0.02178516
13.2000,0.445358,0.02142411
13.4000,0.453418,0.02192158
13.6000,0.456504,0.02364905
13.8000,0.460396,0.02220421
14.0000,0.461145,0.02236797
14.2000,0.470434,0.02376324
14.4000,0.474743,0.02245323
14.6000,0.481858,0.02279949
14.8000,0.485590,0.02249994
15.0000,0.487122,0.02203228
15.2000,0.493707,0.02101898
15.4000,0.500606,0.02105659
15.6000,0.496428,0.02245656
15.8000,0.505128,0.02114455
16.0000,0.510227,0.02150263
16.2000,0.516864,0.02108348
16.4000,0.517220,0.02099012
16.6000,0.521874,0.02030389
16.8000,0.525260,0.02121500
17.0000,0.531658,0.01891552
17.2000,0.536827,0.01987086
17.4000,0.537828,0.01940486
17.6000,0.541971,0.02065121
17.8000,0.547097,0.01811274
18.0000,0.548031,0.01927667
18.2000,0.551683,0.01710286
18.4000,0.555087,0.01665208
18.6000,0.564076,0.01737091
18.8000,0.564382,0.01661983
19.0000,0.568783,0.01767704
19.2000,0.573102,0.01720979
19.4000,0.573652,0.01549395
19.6000,0.577621,0.01537438
19.8000,0.580057,0.01516544
20.0000,0.580486,0.01448373
20.2000,0.586754,0.01597616
20.4000,0.588308,0.01453255
20.6000,0.591713,0.01446129
20.8000,0.597611,0.01535878
21.0000,0.596882,0.01466585
21.2000,0.605333,0.01333620
21.4000,0.605483,0.01607374
21.6000,0.608243,0.01549542
21.8000,0.611728,0.01454961
22.0000,0.609385,0.01249313
22.2000,0.614276,0.01382248
22.4000,0.617666,0.01374953
22.6000,0.619307,0.01353348
22.8000,0.621405,0.01367906
23.0000,0.625217,0.01394351
23.2000,0.630585,0.01234270
23.4000,0.632981,0.01546095
23.6000,0.634591,0.01472237
23.8000,0.637291,0.01304906
24.0000,0.641052,0.01368767
24.2000,0.640614,0.01373756
24.4000,0.645019,0.01313056
24.6000,0.647834,0.01253870
24.8000,0.652738,0.01102555
25.0000,0.653437,0.01224494
25.2000,0.657095,0.01251715
25.4000,0.661183,0.01324603
25.6000,0.659035,0.01352149
25.8000,0.663327,0.01194355
26.0000,0.668221,0.01288767
26.2000,0.663841,0.01181719
26.4000,0.669006,0.01272054
26.6000,0.676585,0.01237753
26.8000,0.678980,0.01234904
27.0000,0.677171,0.01302819
27.2000,0.681905,0.01268865
27.4000,0.681450,0.01329109
27.6000,0.682128,0.01173140
27.8000,0.686931,0.01353304
28.0000,0.689553,0.01226896
28.2000,0.693213,0.01167182
28.4000,0.693982,0.01062455
28.6000,0.699074,0.01117855
28.8000,0.697001,0.01102552
29.0000,0.699766,0.01184597
29.2000,0.703880,0.01230597
29.4000,0.705068,0.01085263
29.6000,0.707197,0.01193651
29.8000,0.714214,0.01255896
30.0000,0.710826,0.01059809
30.2000,0.716172,0.01203505
30.4000,0.716656,0.00933526
30.6000,0.717737,0.01203971
30.8000,0.719787,0.01230879
31.0000,0.724705,0.01184575
31.2000,0.725605,0.00978846
31.4000,0.730631,0.01173818
31.6000,0.730702,0.01080194
31.8000,0.728034,0.01094078
32.0000,0.737425,0.01107945
32.2000,0.738867,0.01029779
32.4000,0.744334,0.01122623
32.6000,0.740314,0.01031579
32.8000,0.742712,0.01044541
33.0000,0.741410,0.01013471
33.2000,0.745711,0.01001651
33.4000,0.749893,0.00941482
33.6000,0.751307,0.01108095
33.8000,0.752538,0.01026836
34.0000,0.757457,0.00985403
34.2000,0.756722,0.00905909
34.4000,0.758684,0.00865839
34.6000,0.761309,0.01001773
34.8000,0.762018,0.00942972
35.0000,0.764166,0.00937209
35.2000,0.765680,0.00972618
35.4000,0.766962,0.00928339
35.6000,0.772133,0.01009386
35.8000,0.773691,0.00823510
36.0000,0.771593,0.00879491
36.2000,0.775758,0.00901987
36.4000,0.776373,0.00765279
36.6000,0.782460,0.01013753
36.8000,0.780548,0.00794999
37.0000,0.783167,0.00742921
37.2000,0.785748,0.00776840
37.4000,0.788238,0.00602653
37.6000,0.786624,0.00839149
37.8000,0.788938,0.00751718
38.0000,0.788846,0.00765168
38.2000,0.792364,0.00693590
38.4000,0.794692,0.00835732
38.6000,0.798244,0.00706312
38.8000,0.796840,0.00629144
39.0000,0.797349,0.00844060
39.2000,0.796094,0.00678260
39.4000,0.800399,0.00648003
39.6000,0.804557,0.00725583
39.8000,0.800405,0.00650312
40.0000,0.803575,0.00520927
40.2000,0.807658,0.00969517
40.4000,0.804939,0.00973044
40.6000,0.811123,0.00889708
40.8000,0.813566,0.01044041
41.0000,0.816175,0.01074024
41.2000,0.816512,0.00996574
41.4000,0.818817,0.01054245
41.6000,0.824714,0.01109896
41.8000,0.824394,0.01087483
42.0000,0.824503,0.01140764
42.2000,0.827329,0.00939778
42.4000,0.826565,0.01021754
42.6000,0.835811,0.01181129
42.8000,0.831915,0.01215209
43.0000,0.835946,0.01076892
43.2000,0.840829,0.01295191
43.4000,0.840440,0.01111358
43.6000,0.845758,0.01252003
43.8000,0.843162,0.01291195
44.0000,0.851029,0.01161952
44.2000,0.850202,0.01063354
44.4000,0.853416,0.01207694
44.6000,0.853259,0.01080229
44.8000,0.860098,0.01014103
45.0000,0.862771,0.01152549
45.2000,0.856752,0.01272733
45.4000,0.864715,0.01195653
45.6000,0.867774,0.01169012
45.8000,0.868479,0.01162782
46.0000,0.868626,0.00991453
46.2000,0.873279,0.00957813
46.4000,0.875760,0.01073610
46.6000,0.874053,0.01125476
46.8000,0.879466,0.01152415
47.0000,0.881224,0.01183412
47.2000,0.881931,0.01003009
47.4000,0.884467,0.00978013
47.6000,0.887843,0.00947467
47.8000,0.892972,0.00946465
48.0000,0.890679,0.01006076
48.2000,0.889081,0.01046609
48.4000,0.895662,0.00889301
48.6000,0.897090,0.00973060
48.8000,0.901905,0.01019485
49.0000,0.900453,0.00922258
49.2000,0.904937,0.00983790
49.4000,0.907893,0.00933708
49.6000,0.906730,0.01067852
49.8000,0.908077,0.00904611
50.0000,0.913368,0.00876360
50.2000,0.911329,0.00822304
50.4000,0.914972,0.00888759
50.6000,0.914048,0.00830797
50.8000,0.914381,0.00851433
51.0000,0.922271,0.00963347
51.2000,0.920041,0.00685345
51.4000,0.920950,0.00862472
51.6000,0.927592,0.00794512
51.8000,0.925327,0.00803973
52.0000,0.928919,0.00743449
52.2000,0.934291,0.00694460
52.4000,0.931178,0.00780905
52.6000,0.934277,0.00776166
52.8000,0.930656,0.00659036
53.0000,0.934033,0.00644690
53.2000,0.937394,0.00687749
53.4000,0.935599,0.00738941
53.6000,0.939167,0.00646642
53.8000,0.941163,0.00646384
54.0000,0.942831,0.00726616
54.2000,0.945435,0.00746180
54.4000,0.942149,0.00623961
54.6000,0.947541,0.00595779
54.8000,0.949264,0.00451641
55.0000,0.952014,0.00699884
55.2000,0.952053,0.00623754
55.4000,0.952399,0.00555766
55.6000,0.955506,0.00531968
55.8000,0.954510,0.00454835
56.0000,0.952327,0.00719289
56.2000,0.957939,0.00552440
56.4000,0.957635,0.00491463
56.6000,0.960055,0.00605720
56.8000,0.961528,0.00488954
57.0000,0.962953,0.00441621
57.2000,0.962423,0.00355249
57.4000,0.960583,0.00596048
57.6000,0.962361,0.00590610
57.8000,0.969276,0.00348394
58.0000,0.962833,0.00535330
58.2000,0.967504,0.00291014
58.4000,0.967939,0.00518719
58.6000,0.967570,0.00589682
58.8000,0.970062,0.00371274
59.0000,0.971059,0.00409529
59.2000,0.971099,0.00517647
59.4000,0.970021,0.00319818
59.6000,0.972504,0.00592092
59.8000,0.973497,0.00493534
60.0000,0.974789,0.00285296
60.2000,0.971474,0.00367316
60.4000,0.973999,0.00303999
60.6000,0.974442,0.00395265
60.8000,0.974375,0.00279102
61.0000,0.976021,0.00332691
61.2000,0.976398,0.00491801
61.4000,0.980419,0.00248865
61.6000,0.979341,0.00407006
61.8000,0.980515,0.00163415
62.0000,0.979722,0.00401226
62.2000,0.981451,0.00253018
62.4000,0.981956,0.00233164
62.6000,0.983013,0.00211025
62.8000,0.983503,0.00249452
63.0000,0.982062,0.00452083
63.2000,0.979673,0.00296057
63.4000,0.984130,0.00172219
63.6000,0.984809,0.00279206
63.8000,0.981179,0.00138362
64.0000,0.985784,0.00314778
64.2000,0.984284,0.00328048
64.4000,0.985575,0.00194976
64.6000,0.985117,0.00189201
64.8000,0.986121,0.00279452
65.0000,0.988301,0.00094460
65.2000,0.990545,0.00211033
65.4000,0.989033,0.00249438
65.6000,0.987610,0.00111009
65.8000,0.982515,0.00162737
66.0000,0.987912,0.00122891
66.2000,0.988195,0.00080980
66.4000,0.988626,0.00219605
66.6000,0.987387,0.00023040
66.8000,0.988282,0.00104654
67.0000,0.992409,0.00061286
67.2000,0.992064,0.00076812
67.4000,0.990675,0.00200505
67.6000,0.992714,0.00164501
67.8000,0.990527,0.00190959
68.0000,0.994544,0.00266470
68.2000,0.990593,0.00186176
68.4000,0.991438,0.00145270
68.6000,0.993763,0.00261419
68.8000,0.991873,0.00156622
69.0000,0.992756,0.00193195
69.2000,0.991337,0.00224803
69.4000,0.995764,0.00115552
69.6000,0.992989,0.00099522
69.8000,0.993661,0.00207297
70.0000,0.991415,0.00010987
70.2000,0.996394,-0.00035936
70.4000,0.991241,0.00128949
70.6000,0.998317,0.00113225
70.8000,0.994988,0.00199406
71.0000,0.990015,0.00019291
71.2000,0.995872,0.00078320
71.4000,0.991189,0.00113090
71.6000,0.997144,0.00113970
71.8000,0.998751,0.00019669
72.0000,0.993535,0.00262301
72.2000,0.994102,-0.00007592
72.4000,0.996054,0.00108472
72.6000,0.997477,0.00044851
72.8000,0.997816,0.00037161
73.0000,0.994333,0.00112401
73.2000,0.995032,-0.00076141
73.4000,0.991915,0.00019361
73.6000,0.994783,0.00193800
73.8000,0.995902,-0.00078080
74.0000,0.997748,0.00117422
74.2000,0.998536,-0.00011648
74.4000,0.998294,0.00193791
74.6000,0.996333,0.00093812
74.8000,0.995429,0.00059037
75.0000,0.996144,-0.00026760
75.2000,0.996551,0.00045522
75.4000,0.999634,0.00077868
75.6000,0.998972,0.00159108
75.8000,1.000895,0.00020972
76.0000,0.999622,0.00081668
76.2000,0.996157,-0.00091993
76.4000,0.995806,0.00081177
76.6000,0.999024,0.00136063
76.8000,0.997599,0.00053132
77.0000,1.001623,0.00043348
77.2000,0.998652,-0.00016962
77.4000,1.000077,0.00074607
77.6000,0.999087,-0.00037317
77.8000,0.996619,0.00050185
78.0000,0.997374,0.00095320
78.2000,0.999080,-0.00167601
78.4000,0.994216,-0.00014945
78.6000,0.995974,-0.00041906
78.8000,1.001528,-0.00028125
79.0000,0.999590,0.00001268
79.2000,0.994881,0.00105809
79.4000,1.000982,0.00076143
79.6000,0.993233,0.00015482
79.8000,1.001943,0.00092606
80.0000,1.002273,-0.00142182
80.2000,1.002306,-0.00077213
80.4000,1.000575,0.00040254
80.6000,1.000452,0.00085641
80.8000,0.997294,0.00026292
81.0000,1.000363,-0.00138515
81.2000,0.997755,-0.00144778
81.4000,0.998392,0.00159875
81.6000,0.996271,0.00044787
81.8000,1.002335,-0.00034267
82.0000,0.998588,0.00069002
82.2000,0.995305,-0.00003784
82.4000,0.997749,0.00166704
82.6000,0.997726,-0.00146352
82.8000,0.999341,-0.00120012
83.0000,0.999879,0.00027935
83.2000,0.997001,-0.00056523
83.4000,1.001929,0.00006405
83.6000,1.000893,0.00005949
83.8000,0.998085,-0.00109962
84.0000,0.998889,-0.00055591
84.2000,1.000438,-0.00149219
84.4000,1.000475,-0.00045644
84.6000,0.998931,0.00058181
84.8000,0.999031,0.00048624
85.0000,0.995700,0.00020646
85.2000,0.999983,-0.00054422
85.4000,0.995882,0.00106404
85.6000,1.001490,0.00084558
85.8000,0.998961,0.00005067
86.0000,0.998459,0.00028328
86.2000,1.003286,0.00019991
86.4000,0.995502,0.00027650
86.6000,0.997661,-0.00077955
86.8000,1.001091,-0.00121534
87.0000,1.000740,0.00069499
87.2000,1.001515,0.00223757
87.4000,1.000657,-0.00086336
87.6000,1.001104,0.00088935
87.8000,0.997946,-0.00012715
88.0000,0.996497,-0.00043223
88.2000,0.996316,-0.00060249
88.4000,0.999786,0.00029795
88.6000,0.999607,0.00017887
88.8000,1.002729,0.00159474
89.0000,0.998223,0.00118308
89.2000,0.997690,0.00082048
89.4000,1.002274,0.00014395
89.6000,0.997670,-0.00046292
89.8000,1.000125,0.00070926
90.0000,0.997677,-0.00006297
90.2000,0.998121,0.00032768
90.4000,1.003016,-0.00040254
90.6000,0.996134,0.00009304
90.8000,0.999846,0.00163288
91.0000,1.001533,-0.00027697
91.2000,0.996939,0.00094393
91.4000,0.998566,-0.00017281
91.6000,0.998948,-0.00052534
91.8000,0.997723,0.00094172
92.0000,0.998064,0.00015991
92.2000,1.003145,-0.00031641
92.4000,0.998259,-0.00006199
92.6000,1.000203,0.00010225
92.8000,0.999294,-0.00051456
93.0000,1.000901,0.00066605
93.2000,0.999523,-0.00002318
93.4000,0.996530,-0.00032130
93.6000,1.000060,-0.00047935
93.8000,1.000539,0.00118145
94.0000,0.996859,0.00067484
94.2000,0.999014,-0.00109085
94.4000,1.002614,-0.00016213
94.6000,1.002871,-0.00010024
94.8000,0.999962,0.00137734
95.0000,0.998949,-0.00085365
95.2000,1.003044,0.00009895
95.4000,0.996301,0.00088674
95.6000,0.995515,-0.00098654
95.8000,1.000332,-0.00063608
96.0000,0.995123,-0.00106460
96.2000,1.000509,0.00028726
96.4000,1.001022,-0.00024802
96.6000,1.001262,0.00121765
96.8000,0.998322,0.00037486
97.0000,1.003870,0.00011653
97.2000,0.999292,0.00079716
97.4000,0.996053,0.00109953
97.6000,1.001682,-0.00018876
97.8000,1.000226,-0.00067114
98.0000,0.997341,-0.00138522
98.2000,1.001616,-0.00017052
98.4000,1.002328,-0.00032053
98.6000,0.998243,-0.00015122
98.8000,0.999663,0.00046278
99.0000,0.996544,-0.00003105
99.2000,0.999189,0.00154702
99.4000,0.999521,-0.00045247
99.6000,1.001349,0.00032322
99.8000,1.000433,0.00035119
100.0000,0.999879,0.00005375
