# sintético 3-Wiebe (graus); ver true_parameters.json
theta,xb,dxb_dtheta
15.6000,0.605694,0.02578258
15.8000,0.606752,0.02395460
16.0000,0.613679,0.02516517
16.2000,0.620306,0.02459545
16.4000,0.623366,0.02458505
16.6000,0.627482,0.02599083
16.8000,0.634756,0.02455026
17.0000,0.635581,0.02544369
17.2000,0.640054,0.02223599
17.4000,0.646976,0.02284323
17.6000,0.649094,0.02381929
17.8000,0.655268,0.02245119
18.0000,0.658670,0.02254862
18.2000,0.663537,0.02118614
18.4000,0.669983,0.02201758
18.6000,0.673758,0.02325401
18.8000,0.676424,0.02139516
19.0000,0.680873,0.02135843
19.2000,0.685433,0.01692611
19.4000,0.689629,0.02183692
19.6000,0.693124,0.02233887
19.8000,0.697003,0.02135989
20.0000,0.704867,0.01951294
20.2000,0.705379,0.02166876
20.4000,0.709673,0.01917568
20.6000,0.710430,0.01924802
20.8000,0.715774,0.01848968
21.0000,0.724417,0.01889624
21.2000,0.728317,0.01931861
21.4000,0.727953,0.01949903
21.6000,0.729109,0.01913880
21.8000,0.737485,0.02064339
22.0000,0.737643,0.01696142
22.2000,0.745382,0.01672113
22.4000,0.746125,0.01774491
22.6000,0.748976,0.01682190
22.8000,0.753041,0.01668304
23.0000,0.758859,0.01569590
23.2000,0.759735,0.01630896
23.4000,0.761700,0.01694717
23.6000,0.764568,0.01720414
23.8000,0.770228,0.01672339
24.0000,0.773253,0.01777942
24.2000,0.777292,0.01729881
24.4000,0.779725,0.01679241
24.6000,0.783724,0.01602892
24.8000,0.786221,0.01687093
25.0000,0.792456,0.01745448
25.2000,0.792819,0.01636739
25.4000,0.797601,0.01652147
25.6000,0.800117,0.01624357
25.8000,0.801321,0.01585747
26.0000,0.803187,0.01670105
26.2000,0.810276,0.01575141
26.4000,0.812061,0.01491876
26.6000,0.817994,0.01341681
26.8000,0.817424,0.01509740
27.0000,0.822516,0.01649805
27.2000,0.822316,0.01312768
27.4000,0.826432,0.01378166
27.6000,0.828696,0.01539679
27.8000,0.832531,0.01399980
28.0000,0.835953,0.01320405
28.2000,0.837687,0.01597939
28.4000,0.841589,0.01415778
28.6000,0.845675,0.01484061
28.8000,0.844838,0.01257397
29.0000,0.849894,0.01271469
29.2000,0.851494,0.01514701
29.4000,0.854221,0.01378306
29.6000,0.859356,0.01342977
29.8000,0.860963,0.01093361
30.0000,0.865083,0.01459124
30.2000,0.865633,0.01436700
30.4000,0.868739,0.01352617
30.6000,0.870038,0.01182362
30.8000,0.874394,0.01307188
31.0000,0.876182,0.01249901
31.2000,0.878103,0.01126793
31.4000,0.882959,0.01234424
31.6000,0.880692,0.01056906
31.8000,0.884095,0.01323560
32.0000,0.886164,0.01259695
32.2000,0.890809,0.01217457
32.4000,0.892878,0.01038894
32.6000,0.895768,0.01145644
32.8000,0.897415,0.01051514
33.0000,0.899913,0.01146420
33.2000,0.904613,0.01090778
33.4000,0.903928,0.01038233
33.6000,0.906116,0.01138879
33.8000,0.907147,0.01013798
34.0000,0.914315,0.01135920
34.2000,0.910625,0.00979471
34.4000,0.914678,0.00945570
34.6000,0.915305,0.01100845
34.8000,0.915531,0.00998341
35.0000,0.919276,0.01090213
35.2000,0.920053,0.00841598
35.4000,0.922587,0.00694929
35.6000,0.926309,0.00944040
35.8000,0.929225,0.00910215
36.0000,0.929987,0.00725545
36.2000,0.933274,0.00929195
36.4000,0.933942,0.00899791
36.6000,0.931953,0.00942244
36.8000,0.937426,0.00771079
37.0000,0.938017,0.00840344
37.2000,0.941184,0.00680500
37.4000,0.941636,0.00880618
37.6000,0.941763,0.00744327
37.8000,0.942481,0.00819330
38.0000,0.945387,0.00762010
38.2000,0.948161,0.00735810
38.4000,0.948574,0.00809247
38.6000,0.950693,0.00577067
38.8000,0.951944,0.00747279
39.0000,0.950304,0.00751587
39.2000,0.952633,0.00680024
39.4000,0.951559,0.00548973
39.6000,0.955589,0.00658688
39.8000,0.955484,0.00618057
40.0000,0.959392,0.00380406
40.2000,0.961550,0.00512677
40.4000,0.959877,0.00459507
40.6000,0.961532,0.00644870
40.8000,0.964190,0.00461523
41.0000,0.962874,0.00594654
41.2000,0.966651,0.00565115
41.4000,0.961574,0.00506381
41.6000,0.966138,0.00454111
41.8000,0.968521,0.00592988
42.0000,0.965823,0.00466306
42.2000,0.972620,0.00573962
42.4000,0.970044,0.00464186
42.6000,0.971711,0.00416069
42.8000,0.972565,0.00343270
43.0000,0.973507,0.00579022
43.2000,0.973737,0.00442673
43.4000,0.972871,0.00260260
43.6000,0.976764,0.00490361
43.8000,0.977277,0.00371893
44.0000,0.977131,0.00329478
44.2000,0.976892,0.00384288
44.4000,0.977597,0.00309523
44.6000,0.978344,0.00242485
44.8000,0.980037,0.00337491
45.0000,0.980962,0.00394416
45.2000,0.983247,0.00239973
45.4000,0.985336,0.00264805
45.6000,0.987882,0.00305799
45.8000,0.980320,0.00394687
46.0000,0.984650,0.00309901
46.2000,0.987039,0.00371212
46.4000,0.984468,0.00236937
46.6000,0.986847,0.00265099
46.8000,0.983625,0.00238166
47.0000,0.987283,0.00172035
47.2000,0.986510,0.00243195
47.4000,0.990739,0.00192582
47.6000,0.985981,0.00252585
47.8000,0.991310,0.00243033
48.0000,0.989477,0.00359408
48.2000,0.987456,0.00113028
48.4000,0.987706,0.00185611
48.6000,0.990394,0.00016027
48.8000,0.993919,0.00126809
49.0000,0.993985,0.00143638
49.2000,0.987713,0.00099588
49.4000,0.991419,0.00218516
49.6000,0.993497,0.00229479
49.8000,0.992032,0.00222640
50.0000,0.991613,0.00262104
50.2000,0.991212,0.00080591
50.4000,0.995466,0.00077694
50.6000,0.992902,0.00167781
50.8000,0.995966,0.00239175
51.0000,0.994052,0.00044720
51.2000,0.995217,0.00362220
51.4000,0.993727,-0.00018270
51.6000,0.994381,0.00144387
51.8000,0.995698,0.00186200
52.0000,0.997816,0.00075444
52.2000,0.995153,0.00208009
52.4000,0.996069,0.00169592
52.6000,0.995557,0.00192079
52.8000,0.996121,0.00112609
53.0000,0.999095,0.00081348
53.2000,0.995802,0.00107258
53.4000,0.995395,0.00112292
53.6000,0.994891,0.00048838
53.8000,0.994726,0.00004323
54.0000,0.996449,0.00139774
54.2000,0.993411,0.00220405
54.4000,0.997728,0.00026099
54.6000,1.000538,0.00187767
54.8000,0.997675,0.00065723
55.0000,0.998475,0.00154549
55.2000,0.996905,-0.00077939
55.4000,1.000101,0.00122881
55.6000,0.999220,0.00088662
55.8000,0.996539,0.00151951
56.0000,1.001673,-0.00127970
56.2000,0.996982,-0.00046178
56.4000,0.998174,0.00065952
56.6000,0.998614,0.00160967
56.8000,1.000972,-0.00026261
57.0000,0.996762,-0.00040344
57.2000,0.999298,0.00040557
57.4000,0.996112,-0.00064873
57.6000,0.996333,-0.00112360
57.8000,0.995716,0.00021576
58.0000,1.001290,0.00064786
58.2000,0.998232,0.00111478
58.4000,0.997333,0.00085996
58.6000,0.996246,0.00172487
58.8000,1.002050,0.00028625
59.0000,0.996259,-0.00074198
59.2000,0.998764,-0.00097911
59.4000,0.999410,-0.00168520
59.6000,1.000225,0.00100785
59.8000,0.999376,0.00011064
60.0000,1.002307,-0.00166591
60.2000,1.000699,0.00061866
60.4000,1.002349,0.00060102
60.6000,0.999641,-0.00062334
60.8000,1.001694,0.00154296
61.0000,0.997817,-0.00026532
61.2000,0.996831,0.00102442
61.4000,0.999077,0.00006562
61.6000,0.999215,0.00086351
61.8000,0.998599,0.00057475
62.0000,0.997357,-0.00037233
62.2000,1.002143,-0.00055202
62.4000,1.001771,0.00163968
62.6000,0.998267,-0.00093311
62.8000,0.998117,-0.00020909
63.0000,1.001493,-0.00052915
63.2000,0.999346,-0.00023622
63.4000,0.998106,-0.00017023
63.6000,0.998431,0.00011897
63.8000,0.999931,0.00161347
64.0000,1.000621,0.00098694
64.2000,1.003217,-0.00099545
64.4000,0.997570,0.00131524
64.6000,1.001343,0.00180164
64.8000,1.001496,-0.00051603
65.0000,1.000184,0.00083853
65.2000,0.999421,0.00053099
65.4000,1.000598,-0.00061980
65.6000,0.999073,0.00048030
65.8000,0.999744,-0.00008684
66.0000,0.999058,-0.00006184
66.2000,1.000134,0.00098552
66.4000,0.995909,-0.00170192
66.6000,1.000271,0.00087224
66.8000,0.997978,-0.00100740
67.0000,0.999215,0.00063492
67.2000,0.997385,-0.00181471
67.4000,0.998293,0.00028049
67.6000,1.003507,0.00019382
67.8000,1.001680,-0.00052575
68.0000,0.996669,-0.00051852
68.2000,0.999590,0.00032998
68.4000,1.003366,-0.00031071
68.6000,1.001057,0.00158465
68.8000,0.999516,-0.00062573
69.0000,1.001712,-0.00033873
69.2000,0.999757,-0.00049346
69.4000,1.001409,-0.00021780
69.6000,0.998569,0.00084150
69.8000,0.999797,0.00131786
70.0000,0.997342,0.00008827
70.2000,0.999248,0.00010896
70.4000,1.001482,0.00115603
70.6000,1.000450,-0.00028452
70.8000,0.999883,0.00024497
71.0000,0.998017,0.00110318
71.2000,0.998768,-0.00028391
71.4000,0.998521,0.00011023
71.6000,0.998920,0.00027577
71.8000,0.996676,0.00053041
72.0000,1.002525,0.00129697
72.2000,1.001787,0.00031083
72.4000,0.999991,-0.00022668
72.6000,1.000583,-0.00121021
72.8000,1.000184,0.00092542
73.0000,0.998446,0.00044717
73.2000,0.996606,-0.00001468
73.4000,0.999247,0.00002072
73.6000,0.998771,0.00109517
73.8000,0.998158,0.00127453
74.0000,1.003901,0.00054713
74.2000,0.998687,0.00115432
74.4000,0.999220,-0.00103565
74.6000,1.001072,-0.00077572
74.8000,0.998725,0.00091014
75.0000,0.998446,-0.00069434
75.2000,0.997695,-0.00206824
75.4000,1.001652,-0.00009094
75.6000,0.998334,-0.00049138
75.8000,0.999058,-0.00033222
76.0000,0.998836,0.00239008
76.2000,0.997520,-0.00130305
76.4000,0.998665,-0.00002827
76.6000,0.999207,-0.00071508
76.8000,1.000514,0.00063904
77.0000,1.000202,0.00148909
77.2000,1.003548,0.00051475
77.4000,1.001413,-0.00101148
77.6000,1.001782,-0.00051471
77.8000,0.999452,0.00100347
78.0000,0.999150,0.00125577
78.2000,1.003169,0.00019603
78.4000,0.999706,0.00154222
78.6000,0.997400,-0.00029802
78.8000,0.997859,0.00027939
79.0000,1.000262,-0.00045936
79.2000,0.998602,-0.00044032
79.4000,0.999402,0.00027578
79.6000,0.999703,0.00058842
79.8000,0.999282,0.00021278
80.0000,0.999201,0.00107475
80.2000,1.005298,-0.00008458
80.4000,0.997980,-0.00039521
80.6000,1.001589,-0.00012176
80.8000,1.000241,-0.00156576
81.0000,1.000145,0.00074994
81.2000,0.998938,-0.00004545
81.4000,0.999857,0.00027457
81.6000,1.000475,0.00094420
81.8000,0.997941,-0.00045210
82.0000,0.999079,0.00192320
82.2000,1.000687,0.00062817
82.4000,1.002213,0.00092711
82.6000,1.001948,-0.00063124
82.8000,0.998671,0.00010828
83.0000,1.001393,-0.00207899
83.2000,1.001967,-0.00059127
83.4000,1.000356,-0.00207586
83.6000,0.999375,0.00118033
83.8000,1.003713,-0.00044247
84.0000,0.997257,0.00016777
84.2000,0.999531,0.00011986
84.4000,1.001208,0.00034034
84.6000,1.001250,-0.00077615
84.8000,0.999149,0.00079145
85.0000,1.000851,0.00068439
85.2000,0.998662,0.00142953
85.4000,0.999053,-0.00074125
85.6000,1.000407,0.00094772
85.8000,0.998195,0.00139365
86.0000,1.000017,-0.00036355
86.2000,0.998431,0.00146129
86.4000,1.002160,-0.00191553
86.6000,0.999075,0.00027366
86.8000,0.998557,-0.00059932
87.0000,1.000218,-0.00143342
87.2000,0.999122,-0.00015073
87.4000,0.996778,0.00154972
87.6000,1.000320,0.00057251
87.8000,0.998186,0.00031508
88.0000,0.999518,-0.00087731
88.2000,1.003595,-0.00045522
88.4000,1.000112,-0.00048903
88.6000,0.993406,-0.00050512
88.8000,0.999743,-0.00008010
89.0000,0.997670,-0.00060313
89.2000,0.995559,0.00013257
89.4000,1.000561,-0.00189074
89.6000,0.999598,0.00010319
89.8000,1.000834,-0.00166685
90.0000,1.000773,0.00098061
90.2000,0.999765,0.00063187
90.4000,1.003145,-0.00173550
90.6000,1.000439,0.00078561
90.8000,0.996060,0.00096647
91.0000,0.995336,-0.00017277
91.2000,1.000035,-0.00037237
91.4000,0.998271,0.00124371
91.6000,1.000038,0.00061273
91.8000,0.998278,-0.00187468
92.0000,0.997679,0.00142843
92.2000,0.998216,-0.00098029
92.4000,1.001903,0.00206984
92.6000,1.000459,-0.00019777
92.8000,0.998631,0.00089844
93.0000,1.000696,0.00023598
93.2000,1.000204,0.00050124
93.4000,0.996651,-0.00026508
93.6000,0.999537,-0.00052413
93.8000,1.001187,-0.00038319
94.0000,1.000475,0.00076413
94.2000,1.000568,0.00132072
94.4000,1.000661,-0.00163264
94.6000,1.000700,0.00000831
94.8000,0.997255,0.00011060
95.0000,0.999544,0.00100442
95.2000,0.998645,-0.00105528
95.4000,0.999209,0.00022570
95.6000,0.999394,0.00006558
95.8000,0.998597,0.00053921
96.0000,0.999937,0.00054355
96.2000,1.000144,-0.00077183
96.4000,0.997845,0.00206115
96.6000,0.997199,-0.00026677
96.8000,0.997398,0.00059790
97.0000,0.995600,0.00021905
97.2000,1.000604,-0.00062845
97.4000,0.999079,-0.00019122
97.6000,1.000260,0.00062479
97.8000,0.998709,0.00044915
98.0000,1.001281,0.00244196
98.2000,0.999406,0.00040252
98.4000,0.999725,0.00006715
98.6000,1.000635,0.00078054
98.8000,1.004774,-0.00167541
99.0000,0.996139,0.00024725
99.2000,0.998278,-0.00172864
99.4000,1.000125,-0.00042742
99.6000,0.998620,-0.00046919
99.8000,1.000781,-0.00095726
100.0000,0.998443,-0.00018698
