# sintético 2-Wiebe (graus); ver true_parameters.json
theta,xb,dxb_dtheta
16.8000,0.619019,0.03206141
17.0000,0.626654,0.03038306
17.2000,0.636821,0.03345288
17.4000,0.643031,0.03075127
17.6000,0.643545,0.03052647
17.8000,0.653124,0.03087064
18.0000,0.658040,0.03203097
18.2000,0.663670,0.02878166
18.4000,0.668270,0.02978061
18.6000,0.675512,0.03350754
18.8000,0.683511,0.03002632
19.0000,0.689161,0.02945224
19.2000,0.699757,0.02941562
19.4000,0.699427,0.02845333
19.6000,0.707251,0.03058314
19.8000,0.713427,0.02984269
20.0000,0.721651,0.03071711
20.2000,0.725768,0.02593775
20.4000,0.732425,0.03057365
20.6000,0.735622,0.02856668
20.8000,0.743929,0.03130425
21.0000,0.748238,0.02644829
21.2000,0.755635,0.02894212
21.4000,0.764336,0.02713004
21.6000,0.767638,0.02667577
21.8000,0.770241,0.02744992
22.0000,0.775985,0.02730280
22.2000,0.782380,0.02456720
22.4000,0.788861,0.02593038
22.6000,0.794550,0.02970503
22.8000,0.796579,0.02538935
23.0000,0.806217,0.02744855
23.2000,0.808931,0.02347180
23.4000,0.812165,0.02496256
23.6000,0.815250,0.02736436
23.8000,0.821635,0.02494096
24.0000,0.824669,0.02262329
24.2000,0.835461,0.02155204
24.4000,0.838122,0.02357352
24.6000,0.843236,0.02221528
24.8000,0.844594,0.02191567
25.0000,0.845925,0.01978368
25.2000,0.855359,0.02306303
25.4000,0.859300,0.01924440
25.6000,0.863351,0.02049919
25.8000,0.868139,0.02025551
26.0000,0.871894,0.02129371
26.2000,0.871581,0.01847614
26.4000,0.880349,0.01679998
26.6000,0.885442,0.01883831
26.8000,0.887077,0.01780127
27.0000,0.886577,0.01600061
27.2000,0.894461,0.01658831
27.4000,0.896344,0.01722571
27.6000,0.902291,0.01750886
27.8000,0.909339,0.01749123
28.0000,0.904901,0.01736731
28.2000,0.907219,0.01648647
28.4000,0.915819,0.01410939
28.6000,0.913316,0.01473291
28.8000,0.921967,0.01397180
29.0000,0.922967,0.01279177
29.2000,0.924413,0.01113777
29.4000,0.924999,0.01279773
29.6000,0.930199,0.01374166
29.8000,0.932815,0.01143101
30.0000,0.936775,0.01304474
30.2000,0.941478,0.01121292
30.4000,0.939046,0.01174991
30.6000,0.944725,0.01100422
30.8000,0.947089,0.01225351
31.0000,0.946240,0.00994890
31.2000,0.948149,0.01381183
31.4000,0.952800,0.01033902
31.6000,0.948903,0.00796831
31.8000,0.955878,0.00890623
32.0000,0.954173,0.00721802
32.2000,0.957793,0.00838297
32.4000,0.960563,0.00755613
32.6000,0.960854,0.01011099
32.8000,0.962749,0.00934952
33.0000,0.964686,0.00823770
33.2000,0.969360,0.00676066
33.4000,0.963676,0.00733124
33.6000,0.972912,0.00652698
33.8000,0.972681,0.00944262
34.0000,0.968414,0.00699428
34.2000,0.974500,0.00652787
34.4000,0.973677,0.00480763
34.6000,0.973749,0.00458696
34.8000,0.977015,0.00408196
35.0000,0.978979,0.00525495
35.2000,0.979777,0.00664436
35.4000,0.976630,0.00280837
35.6000,0.979268,0.00329921
35.8000,0.980350,0.00343335
36.0000,0.983484,0.00611480
36.2000,0.985037,0.00547015
36.4000,0.983745,0.00454588
36.6000,0.986780,0.00340705
36.8000,0.986044,0.00230373
37.0000,0.987381,0.00526386
37.2000,0.985581,0.00213028
37.4000,0.991113,0.00339659
37.6000,0.990477,0.00362851
37.8000,0.990014,0.00253335
38.0000,0.986376,0.00476843
38.2000,0.991158,0.00332307
38.4000,0.992196,0.00002369
38.6000,0.992300,0.00330800
38.8000,0.989513,0.00032730
39.0000,0.990687,0.00032286
39.2000,0.996758,0.00223403
39.4000,0.990502,0.00364097
39.6000,0.991134,0.00239938
39.8000,0.994260,0.00161668
40.0000,0.996899,0.00159237
40.2000,0.994101,0.00152642
40.4000,0.995300,0.00129053
40.6000,0.996241,-0.00114108
40.8000,0.991241,0.00275852
41.0000,0.993941,-0.00171926
41.2000,0.994562,0.00077458
41.4000,0.995264,0.00299451
41.6000,0.994455,0.00195730
41.8000,0.995996,0.00011239
42.0000,1.000527,0.00305506
42.2000,0.997283,0.00277455
42.4000,0.999623,-0.00018422
42.6000,0.997360,0.00073375
42.8000,0.997733,0.00074444
43.0000,0.997499,0.00044772
43.2000,0.999878,0.00062787
43.4000,0.996900,0.00085621
43.6000,0.997651,0.00253671
43.8000,0.994761,0.00074544
44.0000,0.999567,0.00287548
44.2000,0.996454,-0.00008169
44.4000,0.999690,0.00022448
44.6000,0.999639,0.00311181
44.8000,0.998924,-0.00202352
45.0000,0.998586,-0.00041055
45.2000,0.997305,-0.00034056
45.4000,0.997825,0.00086316
45.6000,0.997879,0.00100342
45.8000,1.000354,-0.00126873
46.0000,0.999825,0.00068598
46.2000,0.998659,-0.00158951
46.4000,1.000956,-0.00198233
46.6000,1.001327,0.00073568
46.8000,0.993250,0.00234315
47.0000,0.997606,0.00105147
47.2000,1.002077,-0.00061638
47.4000,1.000697,-0.00058800
47.6000,0.998699,0.00031657
47.8000,1.000901,-0.00230169
48.0000,1.001447,-0.00026981
48.2000,1.001339,-0.00088255
48.4000,0.997807,0.00037815
48.6000,0.998515,0.00070243
48.8000,1.000883,-0.00181874
49.0000,1.000056,0.00059596
49.2000,1.000436,-0.00110321
49.4000,0.995419,-0.00184850
49.6000,1.001612,0.00046131
49.8000,0.999690,0.00036759
50.0000,0.998325,-0.00012944
50.2000,0.998938,0.00072306
50.4000,0.998303,0.00104325
50.6000,1.002488,0.00094152
50.8000,0.998287,0.00053860
51.0000,1.000712,-0.00117656
51.2000,0.998568,-0.00196418
51.4000,0.998073,-0.00241532
51.6000,0.999390,0.00093652
51.8000,1.001581,-0.00023014
52.0000,0.998021,0.00129395
52.2000,0.995975,0.00029363
52.4000,1.000670,-0.00077223
52.6000,0.997573,-0.00063606
52.8000,1.000123,0.00055252
53.0000,1.002656,-0.00023660
53.2000,1.001124,0.00009053
53.4000,1.000995,0.00164791
53.6000,0.995068,-0.00146583
53.8000,0.999446,0.00027584
54.0000,1.001020,0.00043091
54.2000,0.999976,-0.00003805
54.4000,1.000200,0.00054535
54.6000,0.998298,-0.00294766
54.8000,1.002447,0.00075244
55.0000,0.998089,-0.00000933
55.2000,0.999222,0.00031924
55.4000,0.997648,0.00206374
55.6000,1.000785,-0.00025106
55.8000,1.001007,0.00000677
56.0000,0.999404,-0.00049802
56.2000,0.998869,-0.00220362
56.4000,0.999651,-0.00175653
56.6000,1.005101,-0.00126292
56.8000,0.995288,-0.00014894
57.0000,0.999327,-0.00014718
57.2000,1.001465,0.00029086
57.4000,1.000357,0.00072785
57.6000,0.999276,0.00101016
57.8000,1.000234,-0.00040269
58.0000,0.998990,0.00106558
58.2000,0.997987,-0.00069606
58.4000,0.998962,-0.00031953
58.6000,1.002600,-0.00153502
58.8000,1.001665,0.00198125
59.0000,0.999029,0.00067311
59.2000,1.000017,0.00140894
59.4000,1.000245,-0.00067779
59.6000,1.001517,0.00052770
59.8000,0.997983,-0.00094245
60.0000,1.002341,-0.00110887
60.2000,0.998684,0.00035138
60.4000,1.001169,-0.00072338
60.6000,1.000761,0.00115010
60.8000,0.997676,-0.00105305
61.0000,1.001098,-0.00251596
61.2000,1.002351,0.00050777
61.4000,1.004394,0.00054046
61.6000,1.001173,-0.00120765
61.8000,0.999334,0.00200037
62.0000,0.999664,0.00082892
62.2000,1.002538,0.00208257
62.4000,1.003808,0.00037853
62.6000,1.000938,-0.00168053
62.8000,1.000225,0.00051955
63.0000,1.001370,-0.00016826
63.2000,1.001185,0.00011998
63.4000,0.999883,0.00052060
63.6000,0.998640,-0.00002314
63.8000,0.998684,-0.00037679
64.0000,0.997849,-0.00112675
64.2000,1.001679,0.00159339
64.4000,1.000405,0.00161887
64.6000,1.001550,0.00013099
64.8000,0.996762,0.00001770
65.0000,0.999616,-0.00014177
65.2000,0.999995,-0.00012072
65.4000,1.000614,-0.00278722
65.6000,0.998518,-0.00056669
65.8000,1.002350,0.00159625
66.0000,0.998445,0.00037481
66.2000,0.996041,0.00147062
66.4000,0.997654,-0.00051093
66.6000,0.999180,-0.00236666
66.8000,1.001111,0.00072602
67.0000,0.995480,0.00161630
67.2000,0.999765,0.00073949
67.4000,1.001987,-0.00295755
67.6000,1.001959,-0.00040368
67.8000,0.999617,0.00088960
68.0000,1.002384,-0.00175088
68.2000,0.999778,-0.00052531
68.4000,1.000720,-0.00109805
68.6000,0.999527,0.00182721
68.8000,0.999956,-0.00164511
69.0000,1.004176,0.00051254
69.2000,1.001299,-0.00283490
69.4000,1.001776,-0.00048166
69.6000,0.999541,0.00176217
69.8000,0.998029,-0.00195221
70.0000,0.999270,0.00146385
70.2000,1.000604,0.00117440
70.4000,0.998577,0.00060824
70.6000,1.001862,0.00161576
70.8000,0.996088,0.00010057
71.0000,1.003906,0.00054163
71.2000,0.999725,-0.00149189
71.4000,1.004109,-0.00086976
71.6000,1.003931,0.00059460
71.8000,1.003621,-0.00206084
72.0000,0.999956,0.00053462
72.2000,1.001199,0.00176191
72.4000,0.997821,-0.00090068
72.6000,1.000404,-0.00103690
72.8000,0.999933,0.00052978
73.0000,0.996144,0.00087996
73.2000,0.998262,-0.00167247
73.4000,1.002652,-0.00038561
73.6000,0.997553,0.00053984
73.8000,1.001912,-0.00000402
74.0000,1.000011,0.00059692
74.2000,0.999637,0.00027344
74.4000,0.997024,0.00043217
74.6000,1.000835,-0.00027672
74.8000,1.001316,0.00175830
75.0000,1.005082,-0.00031805
75.2000,0.999533,0.00042446
75.4000,0.998789,-0.00048644
75.6000,1.001227,0.00001953
75.8000,1.000231,-0.00137374
76.0000,0.998884,0.00005553
76.2000,1.001687,0.00141093
76.4000,1.000424,-0.00038663
76.6000,1.000510,-0.00072123
76.8000,1.002481,-0.00132825
77.0000,0.998396,-0.00163711
77.2000,1.001933,-0.00099463
77.4000,0.998604,-0.00085570
77.6000,1.000865,0.00034212
77.8000,0.999874,0.00010655
78.0000,0.999690,-0.00194687
78.2000,0.992476,0.00156228
78.4000,0.999524,-0.00097078
78.6000,0.997826,0.00051550
78.8000,0.999692,-0.00213569
79.0000,0.999496,-0.00190074
79.2000,1.000982,0.00115330
79.4000,0.996331,0.00051997
79.6000,0.999506,0.00002200
79.8000,1.001621,0.00138734
80.0000,0.998047,0.00089115
80.2000,1.000332,-0.00120930
80.4000,1.003544,-0.00167047
80.6000,1.000325,0.00088555
80.8000,1.001079,-0.00192386
81.0000,0.999206,0.00126415
81.2000,0.997059,0.00022297
81.4000,0.998443,-0.00048807
81.6000,1.001116,0.00045512
81.8000,1.004217,-0.00006629
82.0000,0.997422,-0.00013584
82.2000,0.998075,0.00189624
82.4000,0.999455,0.00054040
82.6000,0.997272,0.00046143
82.8000,0.999806,-0.00122359
83.0000,1.000759,0.00105455
83.2000,1.000259,0.00081466
83.4000,0.999092,-0.00076274
83.6000,0.996209,-0.00067996
83.8000,1.001504,0.00136553
84.0000,0.998467,-0.00013211
84.2000,1.000018,-0.00244269
84.4000,0.998862,0.00171456
84.6000,0.997990,-0.00071054
84.8000,0.998655,0.00068894
85.0000,0.998737,0.00114493
85.2000,0.996344,0.00075456
85.4000,0.997084,-0.00034664
85.6000,1.000373,-0.00093004
85.8000,1.001411,0.00163880
86.0000,0.999610,-0.00181604
86.2000,0.997587,0.00082076
86.4000,0.999401,0.00067328
86.6000,1.001775,0.00010091
86.8000,0.998598,-0.00098857
87.0000,1.002062,0.00137275
87.2000,0.999117,0.00055005
87.4000,0.999862,-0.00034854
87.6000,0.998022,0.00038848
87.8000,1.000671,-0.00141415
88.0000,1.002539,-0.00186199
88.2000,0.998908,0.00003319
88.4000,1.000520,-0.00019253
88.6000,0.998242,0.00086406
88.8000,1.000544,0.00068565
89.0000,1.000780,-0.00127313
89.2000,1.001659,0.00061930
89.4000,0.999212,0.00006599
89.6000,0.996306,-0.00080963
89.8000,1.000195,0.00066850
90.0000,0.999693,0.00029285
90.2000,0.998235,-0.00002553
90.4000,1.001593,-0.00109335
90.6000,0.999287,-0.00047983
90.8000,1.000348,0.00210309
91.0000,1.000021,-0.00043350
91.2000,1.000954,-0.00113809
91.4000,1.001307,-0.00048254
91.6000,0.998692,-0.00015289
91.8000,1.000682,0.00202589
92.0000,1.001830,-0.00154095
92.2000,1.001585,-0.00077259
92.4000,1.001523,0.00168520
92.6000,0.995988,0.00067740
92.8000,0.998702,-0.00068806
93.0000,0.999722,-0.00188978
93.2000,0.999472,-0.00103488
93.4000,0.998630,0.00173629
93.6000,1.000026,0.00188835
93.8000,1.005016,-0.00044842
94.0000,0.999056,0.00098543
94.2000,0.999345,0.00014197
94.4000,1.001698,0.00104925
94.6000,0.996823,-0.00060011
94.8000,0.998128,0.00066527
95.0000,0.997652,-0.00034565
95.2000,1.000054,0.00022438
95.4000,0.998061,-0.00028692
95.6000,0.999219,0.00128937
95.8000,0.997349,0.00236371
96.0000,1.000293,-0.00155067
96.2000,1.002911,0.00076010
96.4000,0.999627,0.00027405
96.6000,0.998935,-0.00096801
96.8000,0.999820,0.00170682
97.0000,0.999544,-0.00180299
97.2000,1.001733,-0.00192898
97.4000,1.003089,0.00085368
97.6000,0.997799,-0.00106708
97.8000,1.000538,-0.00051355
98.0000,1.004163,0.00104727
98.2000,1.001265,-0.00021994
98.4000,0.997443,-0.00188932
98.6000,1.002554,-0.00082995
98.8000,0.998534,-0.00009836
99.0000,0.998561,-0.00248832
99.2000,0.999260,-0.00141256
99.4000,0.998152,0.00137492
99.6000,1.000155,-0.00006845
99.8000,1.000449,0.00174444
100.0000,1.001136,0.00021206
