# sintético 1-Wiebe (graus); ver true_parameters.json
theta,xb,dxb_dtheta
6.6000,0.130378,0.02373397
6.8000,0.139111,0.02366150
7.0000,0.145108,0.02362651
7.2000,0.145410,0.02326215
7.4000,0.154406,0.02412139
7.6000,0.160505,0.02497354
7.8000,0.167107,0.02580599
8.0000,0.170961,0.02546181
8.2000,0.179124,0.02717944
8.4000,0.183693,0.02641278
8.6000,0.182732,0.02791901
8.8000,0.190993,0.02633664
9.0000,0.196656,0.02827836
9.2000,0.202753,0.02793474
9.4000,0.207104,0.02705796
9.6000,0.215226,0.02948346
9.8000,0.221327,0.02888849
10.0000,0.222695,0.03050704
10.2000,0.233613,0.02919012
10.4000,0.236479,0.03036909
10.6000,0.246009,0.03103660
10.8000,0.251217,0.02991842
11.0000,0.256086,0.03122303
11.2000,0.266650,0.03221473
11.4000,0.270844,0.03149470
11.6000,0.275584,0.03192428
11.8000,0.282534,0.03336583
12.0000,0.293443,0.03512799
12.2000,0.298083,0.03284639
12.4000,0.303842,0.03396009
12.6000,0.309121,0.03340032
12.8000,0.316618,0.03529100
13.0000,0.322643,0.03396953
13.2000,0.326198,0.03481415
13.4000,0.337972,0.03578061
13.6000,0.344028,0.03430716
13.8000,0.347538,0.03574390
14.0000,0.356038,0.03532148
14.2000,0.363949,0.03443201
14.4000,0.372258,0.03544648
14.6000,0.382260,0.03606987
14.8000,0.386068,0.03581981
15.0000,0.389411,0.03703460
15.2000,0.401884,0.03625269
15.4000,0.407565,0.03680265
15.6000,0.411758,0.03712102
15.8000,0.418045,0.03845211
16.0000,0.427864,0.03747333
16.2000,0.438152,0.03649090
16.4000,0.443297,0.03830277
16.6000,0.453444,0.03730122
16.8000,0.459125,0.03743651
17.0000,0.467505,0.03637204
17.2000,0.476000,0.03707023
17.4000,0.483212,0.03749195
17.6000,0.487412,0.03614759
17.8000,0.500834,0.03703455
18.0000,0.500481,0.03728910
18.2000,0.511512,0.03668765
18.4000,0.517288,0.03824809
18.6000,0.529146,0.03837751
18.8000,0.531565,0.03605345
19.0000,0.539524,0.03554065
19.2000,0.546703,0.03585023
19.4000,0.553593,0.03779966
19.6000,0.562551,0.03576865
19.8000,0.571380,0.03637725
20.0000,0.576377,0.03745122
20.2000,0.582196,0.03678298
20.4000,0.592259,0.03683063
20.6000,0.599934,0.03600295
20.8000,0.608587,0.03743705
21.0000,0.612676,0.03523468
21.2000,0.621012,0.03445371
21.4000,0.630252,0.03523718
21.6000,0.633460,0.03705596
21.8000,0.642215,0.03588937
22.0000,0.648602,0.03425801
22.2000,0.653305,0.03299417
22.4000,0.662770,0.03399129
22.6000,0.672009,0.03406201
22.8000,0.680959,0.03386064
23.0000,0.680233,0.03303036
23.2000,0.691578,0.03204768
23.4000,0.698477,0.03211174
23.6000,0.705155,0.03250871
23.8000,0.708260,0.03293456
24.0000,0.716106,0.03233641
24.2000,0.720532,0.03104357
24.4000,0.729087,0.03072646
24.6000,0.736505,0.03143348
24.8000,0.739685,0.03100396
25.0000,0.746626,0.03020866
25.2000,0.753831,0.02777820
25.4000,0.759404,0.02805417
25.6000,0.762429,0.02927722
25.8000,0.772200,0.02920737
26.0000,0.776060,0.02832027
26.2000,0.780954,0.02766462
26.4000,0.786203,0.02718341
26.6000,0.792918,0.02707482
26.8000,0.798899,0.02531211
27.0000,0.799545,0.02547355
27.2000,0.805505,0.02602714
27.4000,0.808871,0.02496712
27.6000,0.818206,0.02465810
27.8000,0.823005,0.02434439
28.0000,0.826370,0.02422741
28.2000,0.829626,0.02313831
28.4000,0.839107,0.02232942
28.6000,0.844273,0.02294839
28.8000,0.848734,0.02101768
29.0000,0.850096,0.02176286
29.2000,0.854614,0.02040885
29.4000,0.858863,0.02186563
29.6000,0.862488,0.02242673
29.8000,0.864392,0.01936512
30.0000,0.869641,0.02051154
30.2000,0.876409,0.01904758
30.4000,0.878615,0.01854928
30.6000,0.881428,0.01825721
30.8000,0.885558,0.01847179
31.0000,0.893160,0.01826506
31.2000,0.896154,0.01687306
31.4000,0.898824,0.01652940
31.6000,0.900333,0.01743664
31.8000,0.900842,0.01725403
32.0000,0.906855,0.01504039
32.2000,0.908950,0.01520399
32.4000,0.913885,0.01582680
32.6000,0.917669,0.01626040
32.8000,0.917158,0.01450403
33.0000,0.923987,0.01432422
33.2000,0.924220,0.01292949
33.4000,0.926966,0.01400658
33.6000,0.928281,0.01325180
33.8000,0.931565,0.01226700
34.0000,0.934596,0.01219771
34.2000,0.936412,0.01352474
34.4000,0.938513,0.01266323
34.6000,0.940627,0.01233773
34.8000,0.947694,0.01019457
35.0000,0.945348,0.00963378
35.2000,0.949347,0.00905491
35.4000,0.950004,0.01040618
35.6000,0.945961,0.00874980
35.8000,0.959939,0.00854597
36.0000,0.955533,0.00991987
36.2000,0.956204,0.00737240
36.4000,0.961658,0.00886704
36.6000,0.963663,0.00729063
36.8000,0.961164,0.00802124
37.0000,0.962198,0.00944200
37.2000,0.963595,0.00767745
37.4000,0.967523,0.00697085
37.6000,0.968556,0.00675680
37.8000,0.971155,0.00651150
38.0000,0.970669,0.00604326
38.2000,0.971135,0.00496262
38.4000,0.973618,0.00534538
38.6000,0.973411,0.00680506
38.8000,0.977006,0.00650479
39.0000,0.977610,0.00583909
39.2000,0.978939,0.00513625
39.4000,0.979741,0.00544438
39.6000,0.978970,0.00497681
39.8000,0.977297,0.00505543
40.0000,0.984176,0.00557775
40.2000,0.984675,0.00518605
40.4000,0.981847,0.00382948
40.6000,0.985929,0.00326684
40.8000,0.985204,0.00221224
41.0000,0.985480,0.00305849
41.2000,0.986316,0.00339170
41.4000,0.985341,0.00321554
41.6000,0.987385,0.00314746
41.8000,0.988369,0.00335607
42.0000,0.989262,0.00366547
42.2000,0.988169,0.00164756
42.4000,0.990728,0.00192973
42.6000,0.989314,0.00181443
42.8000,0.989964,0.00294789
43.0000,0.991604,0.00368659
43.2000,0.990970,0.00238058
43.4000,0.990258,0.00245900
43.6000,0.991676,0.00165318
43.8000,0.991721,0.00121113
44.0000,0.993753,0.00134868
44.2000,0.995199,0.00295110
44.4000,0.995353,0.00164624
44.6000,0.993162,0.00144214
44.8000,0.994093,0.00199351
45.0000,0.995634,0.00151987
45.2000,0.992135,0.00218512
45.4000,0.997348,0.00131193
45.6000,0.998326,0.00146353
45.8000,0.997502,0.00156861
46.0000,0.991980,0.00068281
46.2000,0.997090,0.00077067
46.4000,0.993052,0.00148718
46.6000,0.998799,0.00106219
46.8000,0.992776,0.00049392
47.0000,0.994460,0.00086116
47.2000,0.998177,0.00270664
47.4000,0.994753,0.00064743
47.6000,0.992234,0.00015629
47.8000,0.995714,0.00100823
48.0000,0.998902,0.00189805
48.2000,0.995769,0.00048459
48.4000,0.996055,0.00041201
48.6000,0.998710,0.00023701
48.8000,0.998459,-0.00044424
49.0000,1.001050,0.00041952
49.2000,1.000366,0.00127728
49.4000,0.998061,0.00075190
49.6000,0.997392,0.00049482
49.8000,1.001049,-0.00087469
50.0000,0.997602,0.00010259
50.2000,0.996833,-0.00048934
50.4000,1.000026,-0.00167840
50.6000,0.997940,-0.00014425
50.8000,0.996098,0.00073483
51.0000,1.000496,-0.00044862
51.2000,1.001121,-0.00038822
51.4000,0.996950,0.00154495
51.6000,0.998666,0.00072632
51.8000,0.998490,0.00115555
52.0000,0.999156,0.00118141
52.2000,0.998626,0.00067509
52.4000,0.996533,0.00012823
52.6000,0.999656,0.00050786
52.8000,0.998950,0.00124104
53.0000,0.999916,0.00033335
53.2000,1.001003,0.00024277
53.4000,1.001333,0.00027686
53.6000,1.000576,0.00080054
53.8000,0.994469,-0.00027310
54.0000,0.997685,0.00135712
54.2000,0.999957,0.00080981
54.4000,1.001445,-0.00040075
54.6000,0.997745,0.00141121
54.8000,0.998253,-0.00119532
55.0000,1.003304,-0.00166659
55.2000,0.994732,0.00051504
55.4000,0.999189,-0.00051501
55.6000,0.998512,-0.00041305
55.8000,0.999053,0.00044372
56.0000,0.999163,0.00086417
56.2000,1.001186,0.00172321
56.4000,1.001821,0.00040465
56.6000,1.006101,-0.00049760
56.8000,1.003525,0.00047417
57.0000,0.999819,-0.00021086
57.2000,1.000454,-0.00038543
57.4000,1.002067,0.00084125
57.6000,1.005324,0.00098670
57.8000,0.999599,-0.00138306
58.0000,1.000782,0.00079032
58.2000,0.999616,0.00012904
58.4000,1.002376,0.00040273
58.6000,0.997257,-0.00073594
58.8000,1.000285,-0.00079707
59.0000,0.997331,-0.00036692
59.2000,1.000550,0.00039483
59.4000,1.001611,-0.00014152
59.6000,0.999200,-0.00029204
59.8000,0.999539,0.00066626
60.0000,1.002291,-0.00062169
60.2000,0.999796,-0.00146297
60.4000,1.001144,0.00031811
60.6000,0.999530,-0.00091942
60.8000,0.998142,0.00010035
61.0000,0.999179,0.00078371
61.2000,1.004232,-0.00068146
61.4000,0.999451,-0.00047235
61.6000,1.000136,-0.00107528
61.8000,1.002436,-0.00010352
62.0000,1.000776,-0.00063171
62.2000,1.001114,-0.00143057
62.4000,1.004642,-0.00025097
62.6000,1.001889,0.00067241
62.8000,0.998418,-0.00101902
63.0000,1.001409,0.00010194
63.2000,0.998847,-0.00058581
63.4000,0.999341,-0.00145844
63.6000,1.002189,0.00096487
63.8000,1.000173,0.00026926
64.0000,0.999449,0.00002426
64.2000,0.998901,-0.00064495
64.4000,1.000324,-0.00145955
64.6000,0.999489,0.00059465
64.8000,1.001983,-0.00060570
65.0000,1.000440,0.00128867
65.2000,0.999723,-0.00061711
65.4000,1.006214,-0.00034211
65.6000,1.000675,-0.00018698
65.8000,0.998582,-0.00026544
66.0000,0.997543,0.00024093
66.2000,0.997761,-0.00012988
66.4000,0.997279,0.00003042
66.6000,0.999839,-0.00050974
66.8000,0.999962,0.00105596
67.0000,1.001212,-0.00000685
67.2000,0.997987,-0.00031134
67.4000,0.999069,0.00000485
67.6000,0.998850,-0.00078299
67.8000,1.003309,-0.00037669
68.0000,1.000291,0.00011633
68.2000,1.000889,0.00013820
68.4000,1.002241,0.00126349
68.6000,1.000468,-0.00009424
68.8000,0.999889,0.00021373
69.0000,0.999143,-0.00077652
69.2000,0.999421,0.00087536
69.4000,0.999932,-0.00024114
69.6000,0.999534,0.00143055
69.8000,0.999544,-0.00135909
70.0000,1.003824,0.00100982
70.2000,0.997341,-0.00020507
70.4000,0.995885,-0.00021003
70.6000,1.000766,-0.00089229
70.8000,1.002765,0.00041445
71.0000,0.999472,0.00085367
71.2000,1.001684,-0.00102602
71.4000,1.003325,0.00013074
71.6000,0.999553,-0.00057879
71.8000,1.000441,0.00017227
72.0000,0.998373,0.00016763
72.2000,0.998743,-0.00097089
72.4000,0.999212,-0.00142419
72.6000,1.001486,-0.00018423
72.8000,1.002998,0.00053159
73.0000,1.001400,-0.00094393
73.2000,0.998294,-0.00008106
73.4000,0.998462,0.00041116
73.6000,0.999292,-0.00053250
73.8000,1.000052,-0.00094515
74.0000,1.001206,-0.00034277
74.2000,0.997044,0.00053020
74.4000,0.997940,-0.00006713
74.6000,1.003618,0.00090565
74.8000,1.000986,-0.00098843
75.0000,1.000889,0.00172236
75.2000,0.997263,0.00018599
75.4000,1.002116,-0.00058467
75.6000,1.001155,0.00099031
75.8000,0.997144,-0.00039302
76.0000,0.997605,-0.00057090
76.2000,1.001343,-0.00041350
76.4000,0.997444,-0.00197094
76.6000,1.001280,0.00048444
76.8000,0.999004,-0.00019051
77.0000,1.001413,-0.00039837
77.2000,1.001910,-0.00086262
77.4000,1.003797,0.00105045
77.6000,0.996548,-0.00010775
77.8000,0.997143,-0.00036919
78.0000,0.999865,0.00053422
78.2000,1.003461,-0.00047926
78.4000,1.001099,-0.00047043
78.6000,0.997352,0.00059551
78.8000,1.001895,0.00047076
79.0000,0.999916,0.00038967
79.2000,1.002651,0.00039317
79.4000,0.997744,-0.00005725
79.6000,1.001926,-0.00075621
79.8000,1.002846,-0.00011290
80.0000,0.998084,0.00126072
80.2000,1.000357,-0.00026768
80.4000,1.000968,0.00071870
80.6000,1.000483,-0.00055828
80.8000,0.998341,0.00018514
81.0000,1.002111,-0.00056781
81.2000,0.998248,0.00012586
81.4000,1.000259,-0.00042268
81.6000,1.001073,-0.00133050
81.8000,1.000812,-0.00027988
82.0000,1.001282,0.00066217
82.2000,0.996437,-0.00052229
82.4000,0.995516,-0.00043444
82.6000,1.000523,-0.00036628
82.8000,1.000746,-0.00037838
83.0000,1.002870,0.00057184
83.2000,0.999602,0.00008092
83.4000,0.999730,-0.00022246
83.6000,0.997059,-0.00088539
83.8000,1.000847,0.00103392
84.0000,1.002923,-0.00014187
84.2000,0.999252,-0.00027743
84.4000,1.000983,-0.00096302
84.6000,1.002434,0.00040282
84.8000,1.002425,0.00013601
85.0000,1.001931,-0.00002643
85.2000,1.002112,-0.00121813
85.4000,0.993301,-0.00119661
85.6000,0.996315,-0.00026479
85.8000,1.000798,0.00164941
86.0000,0.996683,-0.00010854
86.2000,1.002007,0.00055860
86.4000,0.998904,0.00140949
86.6000,0.996913,0.00104903
86.8000,1.001811,0.00013135
87.0000,0.998759,-0.00135435
87.2000,0.998090,0.00019358
87.4000,1.001546,0.00051633
87.6000,0.999608,0.00031710
87.8000,0.997636,-0.00035334
88.0000,0.997867,-0.00097703
88.2000,0.996755,0.00044115
88.4000,1.003294,0.00085041
88.6000,1.002669,0.00000276
88.8000,1.000115,-0.00014939
89.0000,0.998651,0.00025949
89.2000,1.000989,-0.00103618
89.4000,0.999619,-0.00049443
89.6000,1.001595,-0.00006481
89.8000,1.001280,-0.00104475
90.0000,1.000135,0.00052199
90.2000,0.999466,0.00002693
90.4000,1.001227,0.00049419
90.6000,1.000024,-0.00111418
90.8000,0.996704,0.00021463
91.0000,1.000587,-0.00069754
91.2000,1.003623,0.00023018
91.4000,0.999276,-0.00074991
91.6000,1.000551,0.00020050
91.8000,0.999354,0.00180241
92.0000,1.000584,-0.00059326
92.2000,0.999423,0.00025385
92.4000,1.004761,0.00031604
92.6000,1.000961,0.00082883
92.8000,1.000095,0.00055656
93.0000,1.000671,0.00061168
93.2000,1.000240,-0.00098324
93.4000,1.002987,-0.00033926
93.6000,0.998637,-0.00100289
93.8000,0.998417,-0.00078252
94.0000,1.001150,0.00102212
94.2000,0.999623,-0.00015188
94.4000,0.998774,-0.00085188
94.6000,0.996301,-0.00021669
94.8000,1.000004,0.00076368
95.0000,0.998866,-0.00062781
95.2000,1.002199,-0.00024051
95.4000,0.997858,-0.00067082
95.6000,1.000867,-0.00070347
95.8000,0.999942,0.00034579
96.0000,0.998689,0.00099983
96.2000,1.002615,-0.00049177
96.4000,1.002979,0.00123320
96.6000,0.999458,-0.00063250
96.8000,0.999649,0.00144567
97.0000,0.995875,0.00018720
97.2000,1.001931,0.00147479
97.4000,0.999787,-0.00077155
97.6000,1.002424,0.00065452
97.8000,0.999244,0.00073012
98.0000,1.001221,-0.00070660
98.2000,1.001034,-0.00081530
98.4000,1.001144,-0.00011489
98.6000,0.999251,-0.00055149
98.8000,0.998820,0.00080167
99.0000,0.997873,-0.00038345
99.2000,1.000516,-0.00012549
99.4000,0.998438,0.00006218
99.6000,1.001135,0.00136341
99.8000,0.996292,0.00083296
100.0000,1.002818,0.00061347
