# sintético 4-Wiebe (graus); ver true_parameters.json
theta,xb,dxb_dtheta
13.0000,0.456343,0.02222701
13.2000,0.464329,0.02231237
13.4000,0.468167,0.02321604
13.6000,0.471054,0.02265506
13.8000,0.479835,0.02321030
14.0000,0.481715,0.02291527
14.2000,0.491555,0.02358291
14.4000,0.488703,0.02252809
14.6000,0.497169,0.02253737
14.8000,0.504333,0.02206206
15.0000,0.507594,0.02164809
15.2000,0.506204,0.02043251
15.4000,0.514465,0.02063780
15.6000,0.518781,0.02024705
15.8000,0.523772,0.01881498
16.0000,0.526173,0.01943629
16.2000,0.531274,0.02084911
16.4000,0.537530,0.02048687
16.6000,0.537833,0.01963854
16.8000,0.543851,0.01960137
17.0000,0.543439,0.01877413
17.2000,0.549406,0.01989913
17.4000,0.553145,0.01952025
17.6000,0.561280,0.01950030
17.8000,0.565541,0.01932398
18.0000,0.563462,0.01953832
18.2000,0.569845,0.01795898
18.4000,0.572635,0.01808324
18.6000,0.577899,0.01905109
18.8000,0.579452,0.01991081
19.0000,0.584961,0.01725010
19.2000,0.588270,0.01873760
19.4000,0.593643,0.01852139
19.6000,0.591985,0.01855098
19.8000,0.601727,0.01889357
20.0000,0.602050,0.01796741
20.2000,0.603870,0.01747084
20.4000,0.611208,0.01794734
20.6000,0.612832,0.01881746
20.8000,0.620590,0.01763310
21.0000,0.618672,0.01761225
21.2000,0.624059,0.01865786
21.4000,0.629744,0.01728009
21.6000,0.630308,0.01693238
21.8000,0.633563,0.01684736
22.0000,0.641784,0.01801133
22.2000,0.641711,0.01653651
22.4000,0.644797,0.01651093
22.6000,0.647213,0.01498746
22.8000,0.650575,0.01772938
23.0000,0.654237,0.01676599
23.2000,0.657856,0.01747923
23.4000,0.660832,0.01671486
23.6000,0.663438,0.01440570
23.8000,0.669948,0.01441695
24.0000,0.668316,0.01573142
24.2000,0.669736,0.01646251
24.4000,0.677945,0.01690807
24.6000,0.680374,0.01461821
24.8000,0.681198,0.01606810
25.0000,0.683673,0.01440218
25.2000,0.690773,0.01492274
25.4000,0.693527,0.01390179
25.6000,0.693757,0.01319543
25.8000,0.697596,0.01427943
26.0000,0.701380,0.01402506
26.2000,0.700884,0.01239574
26.4000,0.706429,0.01358103
26.6000,0.710962,0.01472385
26.8000,0.711838,0.01438706
27.0000,0.715312,0.01136325
27.2000,0.718385,0.01092909
27.4000,0.719288,0.01362562
27.6000,0.720291,0.01150384
27.8000,0.724277,0.01134136
28.0000,0.726761,0.00998846
28.2000,0.727376,0.01306800
28.4000,0.730343,0.01126143
28.6000,0.731310,0.00937654
28.8000,0.736988,0.01166416
29.0000,0.734796,0.01014290
29.2000,0.737567,0.00902800
29.4000,0.739818,0.00987598
29.6000,0.744377,0.00799738
29.8000,0.747558,0.00953117
30.0000,0.745177,0.01003980
30.2000,0.748736,0.01123299
30.4000,0.753054,0.01178452
30.6000,0.751929,0.01196054
30.8000,0.752828,0.01233443
31.0000,0.757878,0.01189827
31.2000,0.759286,0.01257451
31.4000,0.764808,0.01307103
31.6000,0.766688,0.01243612
31.8000,0.771030,0.01183333
32.0000,0.770385,0.01370585
32.2000,0.770720,0.01343793
32.4000,0.776000,0.01354913
32.6000,0.780958,0.01289152
32.8000,0.777975,0.01234119
33.0000,0.784265,0.01443772
33.2000,0.790288,0.01143302
33.4000,0.787699,0.01384682
33.6000,0.794155,0.01277052
33.8000,0.791878,0.01332316
34.0000,0.798576,0.01229157
34.2000,0.801390,0.01370438
34.4000,0.803506,0.01377214
34.6000,0.807450,0.01541956
34.8000,0.809380,0.01192101
35.0000,0.814061,0.01309964
35.2000,0.813419,0.01321906
35.4000,0.819652,0.01349204
35.6000,0.816455,0.01240263
35.8000,0.827099,0.01394500
36.0000,0.827478,0.01479732
36.2000,0.830501,0.01294936
36.4000,0.831056,0.01282324
36.6000,0.832815,0.01481281
36.8000,0.835317,0.01230438
37.0000,0.841524,0.01355224
37.2000,0.843091,0.01228758
37.4000,0.845104,0.01362854
37.6000,0.844281,0.01299368
37.8000,0.849361,0.01482641
38.0000,0.851753,0.01137898
38.2000,0.853785,0.01173313
38.4000,0.855564,0.01071082
38.6000,0.856440,0.01082704
38.8000,0.867107,0.01156529
39.0000,0.864945,0.01219794
39.2000,0.869172,0.01244419
39.4000,0.864818,0.01214881
39.6000,0.876140,0.01158146
39.8000,0.870536,0.01150787
40.0000,0.876795,0.01125222
40.2000,0.877925,0.01108237
40.4000,0.881787,0.01017911
40.6000,0.882889,0.01141253
40.8000,0.887130,0.01083777
41.0000,0.884700,0.01149912
41.2000,0.888923,0.00965150
41.4000,0.891524,0.01047526
41.6000,0.890071,0.00966852
41.8000,0.891950,0.00924741
42.0000,0.895906,0.00886865
42.2000,0.901177,0.01111991
42.4000,0.901924,0.01006229
42.6000,0.907466,0.00820027
42.8000,0.909661,0.00909331
43.0000,0.906200,0.00879657
43.2000,0.909807,0.00988550
43.4000,0.909851,0.00881426
43.6000,0.913749,0.00883017
43.8000,0.914449,0.00901153
44.0000,0.913985,0.01071422
44.2000,0.917046,0.00869634
44.4000,0.921584,0.00897864
44.6000,0.921176,0.00972094
44.8000,0.921577,0.00833615
45.0000,0.928886,0.00820900
45.2000,0.931049,0.00661148
45.4000,0.928258,0.00709697
45.6000,0.932541,0.01136521
45.8000,0.934010,0.00708915
46.0000,0.934189,0.00686149
46.2000,0.931394,0.00654824
46.4000,0.936234,0.00857850
46.6000,0.939425,0.00687310
46.8000,0.939019,0.00714140
47.0000,0.944170,0.00653868
47.2000,0.942079,0.00723245
47.4000,0.943605,0.00717245
47.6000,0.943314,0.00730552
47.8000,0.946016,0.00524736
48.0000,0.947817,0.00748345
48.2000,0.948787,0.00864646
48.4000,0.951568,0.00499514
48.6000,0.954484,0.00547533
48.8000,0.955063,0.00704455
49.0000,0.956521,0.00597016
49.2000,0.954812,0.00646979
49.4000,0.952038,0.00689765
49.6000,0.954712,0.00422893
49.8000,0.956560,0.00539517
50.0000,0.959369,0.00615040
50.2000,0.957331,0.00543997
50.4000,0.962376,0.00486489
50.6000,0.961769,0.00535092
50.8000,0.964620,0.00599477
51.0000,0.967286,0.00550085
51.2000,0.962952,0.00620817
51.4000,0.966933,0.00529445
51.6000,0.964014,0.00419153
51.8000,0.967167,0.00334013
52.0000,0.969273,0.00554082
52.2000,0.969379,0.00477382
52.4000,0.967792,0.00395474
52.6000,0.971670,0.00337450
52.8000,0.972049,0.00398234
53.0000,0.971438,0.00308497
53.2000,0.973760,0.00329291
53.4000,0.975605,0.00437376
53.6000,0.978549,0.00279471
53.8000,0.975337,0.00299692
54.0000,0.976903,0.00461147
54.2000,0.972898,0.00328938
54.4000,0.977549,0.00479694
54.6000,0.978307,0.00317753
54.8000,0.981086,0.00231750
55.0000,0.979461,0.00370624
55.2000,0.981886,0.00301404
55.4000,0.978300,0.00320922
55.6000,0.983166,0.00381612
55.8000,0.985441,0.00393258
56.0000,0.982322,0.00487409
56.2000,0.981835,0.00376822
56.4000,0.985954,0.00158842
56.6000,0.983984,0.00153003
56.8000,0.987449,0.00324694
57.0000,0.987550,0.00138172
57.2000,0.984803,0.00106613
57.4000,0.987300,0.00173827
57.6000,0.984773,0.00172642
57.8000,0.981516,0.00233313
58.0000,0.985483,0.00213747
58.2000,0.985818,0.00076852
58.4000,0.985289,0.00267568
58.6000,0.983945,0.00022235
58.8000,0.988693,0.00254032
59.0000,0.990585,0.00084283
59.2000,0.991764,0.00216532
59.4000,0.989479,0.00049480
59.6000,0.987610,0.00164636
59.8000,0.992038,-0.00113260
60.0000,0.990351,0.00134714
60.2000,0.989735,0.00153566
60.4000,0.991516,0.00112850
60.6000,0.992243,0.00348404
60.8000,0.990243,0.00141429
61.0000,0.992042,0.00062278
61.2000,0.990239,0.00183747
61.4000,0.991617,0.00262748
61.6000,0.990161,0.00056787
61.8000,0.994084,-0.00025948
62.0000,0.995193,0.00153010
62.2000,0.994122,0.00100508
62.4000,0.995749,0.00133478
62.6000,0.991203,0.00139794
62.8000,0.996484,0.00024923
63.0000,0.993434,-0.00074243
63.2000,0.995896,0.00281291
63.4000,0.994834,-0.00013260
63.6000,0.995576,0.00067551
63.8000,0.996199,0.00137522
64.0000,0.996685,0.00001674
64.2000,0.997972,0.00070783
64.4000,0.992860,0.00123315
64.6000,0.995410,-0.00074139
64.8000,0.993113,0.00118354
65.0000,0.995173,0.00009367
65.2000,0.996575,0.00142026
65.4000,0.997215,-0.00029557
65.6000,0.999966,-0.00029110
65.8000,0.997014,0.00091236
66.0000,0.996933,0.00052690
66.2000,0.996248,0.00164565
66.4000,0.995082,-0.00098483
66.6000,0.995247,0.00131357
66.8000,0.998815,0.00107105
67.0000,0.998878,-0.00007308
67.2000,0.998810,-0.00010436
67.4000,0.999399,0.00100290
67.6000,0.997921,0.00052024
67.8000,0.998289,0.00133798
68.0000,0.994004,-0.00066343
68.2000,0.998962,0.00196239
68.4000,0.999022,-0.00007591
68.6000,0.997485,0.00098072
68.8000,0.999059,0.00154584
69.0000,0.999626,0.00008314
69.2000,0.999215,0.00018623
69.4000,0.997469,-0.00094524
69.6000,0.995142,0.00104444
69.8000,0.997346,0.00078164
70.0000,0.997257,-0.00058447
70.2000,0.999012,0.00078054
70.4000,0.996175,0.00175868
70.6000,0.994831,0.00176139
70.8000,0.997454,0.00090841
71.0000,0.996663,0.00066325
71.2000,1.000503,-0.00058809
71.4000,0.995990,-0.00039809
71.6000,0.999858,0.00112669
71.8000,0.996663,0.00097709
72.0000,1.000144,0.00100526
72.2000,1.001113,0.00040595
72.4000,1.000068,-0.00114200
72.6000,0.998942,-0.00025212
72.8000,0.998066,-0.00037312
73.0000,0.998678,0.00057344
73.2000,1.000113,0.00021118
73.4000,1.000633,0.00010686
73.6000,0.999223,0.00133799
73.8000,1.002556,0.00197341
74.0000,0.996179,0.00099200
74.2000,0.996489,-0.00032210
74.4000,0.996088,0.00044493
74.6000,0.995960,0.00087779
74.8000,0.999884,-0.00192047
75.0000,0.998898,0.00013779
75.2000,0.998259,-0.00063213
75.4000,0.996197,-0.00134043
75.6000,1.000200,0.00057562
75.8000,0.999141,-0.00025188
76.0000,0.999045,0.00262229
76.2000,0.998730,-0.00009099
76.4000,0.998720,0.00199110
76.6000,1.002676,0.00218130
76.8000,1.001513,-0.00074727
77.0000,1.003266,-0.00040490
77.2000,1.001725,0.00069087
77.4000,0.998508,0.00047203
77.6000,1.002309,-0.00138161
77.8000,1.002596,0.00030103
78.0000,1.001381,0.00030091
78.2000,1.001188,0.00162696
78.4000,1.001899,0.00017857
78.6000,1.002245,0.00010190
78.8000,0.998757,-0.00060910
79.0000,1.002696,-0.00135031
79.2000,1.001447,0.00136313
79.4000,1.000290,-0.00158465
79.6000,0.999654,0.00071997
79.8000,0.996977,-0.00083741
80.0000,1.001100,-0.00070497
80.2000,0.998786,-0.00019293
80.4000,1.000098,0.00081032
80.6000,0.997212,0.00159053
80.8000,1.000273,-0.00037007
81.0000,0.998939,-0.00110685
81.2000,0.994509,0.00038408
81.4000,0.999337,0.00123970
81.6000,0.999603,-0.00043224
81.8000,1.001486,-0.00068092
82.0000,1.000799,-0.00066274
82.2000,1.001141,-0.00059712
82.4000,0.999252,-0.00144679
82.6000,0.998133,-0.00043241
82.8000,0.999620,0.00149811
83.0000,1.002467,-0.00137192
83.2000,1.000754,0.00045908
83.4000,0.999705,-0.00025392
83.6000,0.999079,0.00032593
83.8000,1.002329,0.00120486
84.0000,1.003346,-0.00005442
84.2000,1.002010,0.00151963
84.4000,0.998760,-0.00006895
84.6000,0.998477,0.00152804
84.8000,0.998548,-0.00105070
85.0000,1.001542,0.00089237
85.2000,1.001459,0.00044259
85.4000,0.999887,0.00062910
85.6000,0.997989,-0.00135062
85.8000,0.997935,0.00112804
86.0000,0.998762,-0.00026399
86.2000,1.001520,0.00009400
86.4000,0.999584,-0.00002962
86.6000,1.000211,0.00075037
86.8000,1.003112,0.00043605
87.0000,0.998867,-0.00065588
87.2000,1.003626,-0.00009634
87.4000,1.002606,-0.00026898
87.6000,1.000455,0.00071621
87.8000,1.004234,-0.00048876
88.0000,0.996367,-0.00025690
88.2000,1.000376,0.00001313
88.4000,1.000659,0.00003812
88.6000,1.000944,0.00060015
88.8000,1.000165,0.00072991
89.0000,0.998462,-0.00079796
89.2000,1.002856,0.00101540
89.4000,1.001170,0.00058852
89.6000,1.003308,-0.00015887
89.8000,1.001381,-0.00151329
90.0000,0.999338,0.00022080
90.2000,0.995273,-0.00014615
90.4000,1.000064,0.00174046
90.6000,1.000615,-0.00139639
90.8000,0.998028,0.00003009
91.0000,1.000540,0.00019798
91.2000,0.998535,0.00114635
91.4000,1.000793,-0.00011291
91.6000,0.998577,0.00113868
91.8000,1.003050,-0.00032032
92.0000,1.000130,-0.00005432
92.2000,1.001677,0.00180972
92.4000,0.998847,-0.00156046
92.6000,0.999403,-0.00042607
92.8000,1.001536,-0.00191295
93.0000,0.998903,0.00038159
93.2000,0.999831,0.00096515
93.4000,0.998773,0.00116734
93.6000,0.996989,-0.00042169
93.8000,1.000726,-0.00113571
94.0000,1.001535,-0.00039900
94.2000,0.999252,-0.00129717
94.4000,1.004180,-0.00039710
94.6000,1.000692,0.00137572
94.8000,1.000050,-0.00056292
95.0000,0.997046,-0.00023654
95.2000,0.997952,-0.00003941
95.4000,1.000997,0.00075770
95.6000,1.001448,-0.00024996
95.8000,1.000727,0.00039167
96.0000,0.997781,0.00012125
96.2000,0.995871,0.00005009
96.4000,0.999484,0.00142472
96.6000,1.003179,0.00141044
96.8000,1.001237,-0.00043325
97.0000,1.000683,-0.00062301
97.2000,1.001560,-0.00060253
97.4000,1.000157,-0.00149718
97.6000,0.996245,0.00023399
97.8000,1.001156,-0.00148506
98.0000,0.999746,-0.00005461
98.2000,0.995473,-0.00004752
98.4000,1.001596,-0.00028502
98.6000,0.995262,-0.00050717
98.8000,1.000819,0.00027170
99.0000,0.999228,0.00000882
99.2000,0.998942,0.00044259
99.4000,0.998835,0.00037324
99.6000,1.000590,0.00097493
99.8000,1.001144,-0.00035256
100.0000,1.003733,0.00008909
