0.026179939	44.52
0.034906585	44.727
0.043633231	44.546
0.052359878	44.681
0.061086524	44.484
0.06981317	44.578
0.078539816	44.409
0.087266463	44.537
0.095993109	44.696
0.104719755	45.404
0.113446401	46.513
0.122173048	48.268
0.130899694	50.19
0.13962634	51.873
0.148352986	52.881
0.157079633	53.524
0.165806279	54.367
0.174532925	55.345
0.183259571	55.904
0.191986218	55.905
0.200712864	55.932
0.20943951	56.023
0.218166156	55.916
0.226892803	55.362
0.235619449	54.78
0.244346095	54.425
0.253072742	54.229
0.261799388	53.789
0.270526034	52.942
0.27925268	51.834
0.287979327	51.105
0.296705973	50.747
0.305432619	50.357
0.314159265	49.601
0.322885912	48.711
0.331612558	47.68
0.340339204	46.75
0.34906585	46.061
0.357792497	45.503
0.366519143	44.81
0.375245789	43.936
0.383972435	43.017
0.392699082	42.148
0.401425728	41.263
0.410152374	40.473
0.41887902	39.783
0.427605667	39.09
0.436332313	38.258
0.445058959	37.356
0.453785606	36.446
0.462512252	35.678
0.471238898	34.972
0.479965544	34.306
0.488692191	33.542
0.497418837	32.788
0.506145483	32.08
0.514872129	31.318
0.523598776	30.539
0.532325422	29.829
0.541052068	29.237
0.549778714	28.64
0.558505361	28.007
0.567232007	27.334
0.575958653	26.672
0.584685299	26.055
0.593411946	25.501
0.602138592	24.949
0.610865238	24.427
0.619591884	23.919
0.628318531	23.391
0.637045177	22.853
0.645771823	22.31
0.654498469	21.812
0.663225116	21.351
0.671951762	20.929
0.680678408	20.495
0.689405055	20.041
0.698131701	19.584
0.706858347	19.149
0.715584993	18.711
0.72431164	18.304
0.733038286	17.93
0.741764932	17.577
0.750491578	17.215
0.759218225	16.861
0.767944871	16.487
0.776671517	16.134
0.785398163	15.796
0.79412481	15.488
0.802851456	15.188
0.811578102	14.896
0.820304748	14.601
0.829031395	14.308
0.837758041	14.036
0.846484687	13.764
0.855211333	13.49
0.86393798	13.236
0.872664626	13.003
0.881391272	12.765
0.890117919	12.531
0.898844565	12.299
0.907571211	12.068
0.916297857	11.833
0.925024504	11.622
0.93375115	11.419
0.942477796	11.221
0.951204442	11.024
0.959931089	10.835
0.968657735	10.641
0.977384381	10.45
0.986111027	10.26
0.994837674	10.087
1.00356432	9.907
1.012290966	9.748
1.021017612	9.588
1.029744259	9.434
1.038470905	9.274
1.047197551	9.122
1.055924197	8.97
1.064650844	8.825
1.07337749	8.681
1.082104136	8.543
1.090830782	8.419
1.099557429	8.297
1.108284075	8.174
1.117010721	8.043
1.125737368	7.927
1.134464014	7.809
1.14319066	7.698
1.151917306	7.582
1.160643953	7.482
1.169370599	7.371
1.178097245	7.275
1.186823891	7.168
1.195550538	7.071
1.204277184	6.975
1.21300383	6.869
1.221730476	6.776
1.230457123	6.676
1.239183769	6.597
1.247910415	6.516
1.256637061	6.429
1.265363708	6.338
1.274090354	6.255
1.282817	6.169
1.291543646	6.094
1.300270293	6.012
1.308996939	5.935
1.317723585	5.865
1.326450232	5.792
1.335176878	5.722
1.343903524	5.661
1.35263017	5.594
1.361356817	5.525
1.370083463	5.462
1.378810109	5.403
1.387536755	5.344
1.396263402	5.285
1.404990048	5.229
1.413716694	5.18
1.42244334	5.127
1.431169987	5.075
1.439896633	5.015
1.448623279	4.958
1.457349925	4.906
1.466076572	4.859
1.474803218	4.801
1.483529864	4.753
1.49225651	4.712
1.500983157	4.668
1.509709803	4.616
1.518436449	4.568
1.527163095	4.519
1.535889742	4.475
1.544616388	4.43
1.553343034	4.387
1.562069681	4.348
1.570796327	4.305
1.579522973	4.265
1.588249619	4.224
1.596976266	4.179
1.605702912	4.144
1.614429558	4.107
1.623156204	4.073
1.631882851	4.042
1.640609497	4.011
1.649336143	3.978
1.658062789	3.948
1.666789436	3.921
1.675516082	3.891
1.684242728	3.858
1.692969374	3.83
1.701696021	3.8
1.710422667	3.774
1.719149313	3.748
1.727875959	3.722
1.736602606	3.696
1.745329252	3.672
1.754055898	3.644
1.762782545	3.616
1.771509191	3.587
1.780235837	3.561
1.788962483	3.535
1.79768913	3.514
1.806415776	3.491
1.815142422	3.465
1.823869068	3.437
1.832595715	3.408
1.841322361	3.385
1.850049007	3.36
1.858775653	3.341
1.8675023	3.317
1.876228946	3.294
1.884955592	3.275
1.893682238	3.255
1.902408885	3.238
1.911135531	3.223
1.919862177	3.204
1.928588823	3.183
1.93731547	3.166
1.946042116	3.15
1.954768762	3.129
1.963495408	3.115
1.972222055	3.101
1.980948701	3.088
1.989675347	3.074
1.998401994	3.064
2.00712864	3.051
2.015855286	3.038
2.024581932	3.021
2.033308579	3.004
2.042035225	2.99
2.050761871	2.975
2.059488517	2.964
2.068215164	2.953
2.07694181	2.937
2.085668456	2.924
2.094395102	2.908
2.103121749	2.891
2.111848395	2.876
2.120575041	2.862
2.129301687	2.85
2.138028334	2.838
2.14675498	2.821
